Year,Month,a1b.bccr_bcm2_0.1,a1b.cccma_cgcm3_1.1,a1b.cccma_cgcm3_1.2,a1b.cccma_cgcm3_1.3,a1b.cccma_cgcm3_1.4,a1b.cccma_cgcm3_1.5,a1b.cnrm_cm3.1,a1b.csiro_mk3_0.1,a1b.gfdl_cm2_0.1,a1b.gfdl_cm2_1.1,a1b.giss_model_e_r.2,a1b.giss_model_e_r.4,a1b.inmcm3_0.1,a1b.ipsl_cm4.1,a1b.miroc3_2_medres.1,a1b.miroc3_2_medres.2,a1b.miroc3_2_medres.3,a1b.miub_echo_g.1,a1b.miub_echo_g.2,a1b.miub_echo_g.3,a1b.mpi_echam5.1,a1b.mpi_echam5.2,a1b.mpi_echam5.3,a1b.mri_cgcm2_3_2a.1,a1b.mri_cgcm2_3_2a.2,a1b.mri_cgcm2_3_2a.3,a1b.mri_cgcm2_3_2a.4,a1b.mri_cgcm2_3_2a.5,a1b.ncar_ccsm3_0.1,a1b.ncar_ccsm3_0.2,a1b.ncar_ccsm3_0.3,a1b.ncar_ccsm3_0.5,a1b.ncar_ccsm3_0.6,a1b.ncar_ccsm3_0.7,a1b.ncar_pcm1.1,a1b.ncar_pcm1.2,a1b.ncar_pcm1.3,a1b.ncar_pcm1.4,a1b.ukmo_hadcm3.1,a2.bccr_bcm2_0.1,a2.cccma_cgcm3_1.1,a2.cccma_cgcm3_1.2,a2.cccma_cgcm3_1.3,a2.cccma_cgcm3_1.4,a2.cccma_cgcm3_1.5,a2.cnrm_cm3.1,a2.csiro_mk3_0.1,a2.gfdl_cm2_0.1,a2.gfdl_cm2_1.1,a2.giss_model_e_r.1,a2.inmcm3_0.1,a2.ipsl_cm4.1,a2.miroc3_2_medres.1,a2.miroc3_2_medres.2,a2.miroc3_2_medres.3,a2.miub_echo_g.1,a2.miub_echo_g.2,a2.miub_echo_g.3,a2.mpi_echam5.1,a2.mpi_echam5.2,a2.mpi_echam5.3,a2.mri_cgcm2_3_2a.1,a2.mri_cgcm2_3_2a.2,a2.mri_cgcm2_3_2a.3,a2.mri_cgcm2_3_2a.4,a2.mri_cgcm2_3_2a.5,a2.ncar_ccsm3_0.1,a2.ncar_ccsm3_0.2,a2.ncar_ccsm3_0.3,a2.ncar_ccsm3_0.4,a2.ncar_pcm1.1,a2.ncar_pcm1.2,a2.ncar_pcm1.3,a2.ncar_pcm1.4,a2.ukmo_hadcm3.1,b1.bccr_bcm2_0.1,b1.cccma_cgcm3_1.1,b1.cccma_cgcm3_1.2,b1.cccma_cgcm3_1.3,b1.cccma_cgcm3_1.4,b1.cccma_cgcm3_1.5,b1.cnrm_cm3.1,b1.csiro_mk3_0.1,b1.gfdl_cm2_0.1,b1.gfdl_cm2_1.1,b1.giss_model_e_r.1,b1.inmcm3_0.1,b1.ipsl_cm4.1,b1.miroc3_2_medres.1,b1.miroc3_2_medres.2,b1.miroc3_2_medres.3,b1.miub_echo_g.1,b1.miub_echo_g.2,b1.miub_echo_g.3,b1.mpi_echam5.1,b1.mpi_echam5.2,b1.mpi_echam5.3,b1.mri_cgcm2_3_2a.1,b1.mri_cgcm2_3_2a.2,b1.mri_cgcm2_3_2a.3,b1.mri_cgcm2_3_2a.4,b1.mri_cgcm2_3_2a.5,b1.ncar_ccsm3_0.1,b1.ncar_ccsm3_0.2,b1.ncar_ccsm3_0.3,b1.ncar_ccsm3_0.4,b1.ncar_ccsm3_0.5,b1.ncar_ccsm3_0.6,b1.ncar_ccsm3_0.7,b1.ncar_pcm1.2,b1.ncar_pcm1.3,b1.ukmo_hadcm3.1,
1950,1,5279,5042,6455,7885,5513,5275,6987,5532,5510,5116,8099,6246,5417,8664,5771,5191,5338,5963,6393,5643,6540,5291,5480,6316,5507,6501,8407,5028,5007,6646,6132,5618,5510,6789,5122,6085,6230,5691,8729,5630,5370,6161,8461,5693,5491,6805,5241,5622,5044,5465,6153,7135,5473,5150,5768,5670,6741,5250,6409,5420,5478,6403,5383,7227,11310,4975,5099,6242,5563,6792,5169,6373,5866,5377,5407,5386,5192,6122,8482,5598,5092,6694,5441,5582,4958,6092,6030,11272,6031,5127,5237,5778,7438,5249,5694,5414,5344,6326,5337,7507,14701,4870,5319,6220,6406,7400,5748,5490,6261,6223,5864,11484
1950,2,11124,10961,11996,13543,11263,10846,17127,9895,11453,10666,13235,14776,11818,15631,11652,10059,10831,12490,11192,12299,11747,10395,10378,11990,10160,12932,19608,9774,10453,11110,12400,13024,11221,11070,10247,12568,10883,13112,16731,10988,10194,12086,14114,10968,10832,15776,10664,11997,11084,11289,11340,19103,11126,10113,10601,11243,11069,11220,11728,10723,9969,11586,9702,12285,24231,9813,9850,11609,12568,15410,10238,11780,11618,12461,12124,11480,10273,12374,14472,10599,11104,15546,10642,11408,10720,11014,11590,16221,10831,9954,10285,11268,12226,14530,11398,10425,10178,11377,10855,13646,20639,10485,9771,11593,11798,17604,12444,10886,11774,12413,10882,15188
1950,3,15714,11311,12621,25215,13048,13915,26898,13055,13419,11711,15081,21976,12993,20079,13417,12595,12525,12388,13242,16403,13045,11417,12182,15342,11454,14333,36369,11232,12242,12907,19429,17303,10851,12654,11375,12195,14382,14559,14306,14553,11699,12883,22227,12746,11943,25643,11876,13199,12245,11869,14056,22676,14301,14416,13862,13309,14617,17630,13625,11964,12105,15393,12024,17369,41633,10587,12441,13849,17171,18427,12573,10998,16013,16549,12487,15170,10965,15357,21929,12271,12733,25423,11306,13759,12375,11732,13790,17140,13549,13875,14018,12809,13450,14882,12176,12269,12555,18793,11274,14475,44956,10378,12919,11355,16787,17198,15036,10929,14146,11124,16975,14678
1950,4,17712,16583,19389,37603,17526,16579,28996,16282,16322,19166,19482,30158,16547,27891,17898,30278,16717,22641,16614,19206,17904,16012,12448,28773,13820,20568,53410,11048,13309,20008,20446,15444,16034,18742,13905,14114,22162,22590,16682,19461,17672,21761,32410,15235,15791,34303,12298,20515,13789,15641,14928,33506,18383,25937,23647,14566,20032,19780,19634,13968,15435,31147,16739,22736,48718,13789,17704,23262,22264,24666,14625,10928,27086,22139,15091,18708,19084,20636,30476,15275,15055,30984,15385,18524,15664,13447,18817,23853,21098,18805,18211,13515,21814,20910,15456,13176,16158,27797,16836,18786,41308,14175,14576,23591,18626,19636,20330,12751,16409,12601,27061,18545
1950,5,43906,25960,40503,41678,25597,25493,33288,22683,38848,26795,33396,49674,38664,42953,42160,44887,39510,29156,32790,43624,31663,19392,27846,41262,29011,42208,72210,22544,25504,40782,32039,30350,30247,33698,25366,26727,44988,44418,27543,36880,29185,44394,39587,28184,29895,39094,20123,41676,30611,25444,34960,52579,41122,37008,46953,27280,36941,40493,28951,19870,34105,46883,24725,45150,72283,23083,31087,39367,34258,39461,25689,24999,49296,43758,24809,35703,26869,42688,37614,30584,23776,43807,20429,31731,29151,26071,38191,48823,47781,35158,33889,29793,34115,30989,28929,21456,28411,48933,31538,46723,63558,21681,26973,39145,34413,40865,28489,26837,29716,23898,43497,35714
1950,6,71840,49314,88072,70081,54874,49993,53262,38090,48350,45783,70613,68718,43874,66070,92645,54714,74247,34836,62974,59352,50854,27867,57770,57670,43128,83514,147279,46792,32117,80864,51478,50023,43890,50701,38158,30885,58831,90785,70278,65971,46800,76478,56463,48925,46989,59608,39708,46501,46567,50812,50833,61436,78231,57684,66567,36166,58264,55158,47253,28018,76855,71580,51129,73038,134605,44003,33837,83443,49382,63476,36702,32031,46849,89950,44431,69937,46221,63752,60362,51234,37939,68990,39988,55113,36298,52444,50869,63657,89355,53113,66147,33942,57545,61225,42717,26661,69005,65271,40870,74260,140632,48111,35203,78348,58417,78493,51254,56512,51327,33882,51489,52627
1950,7,45817,26796,42822,46112,23172,23316,90460,22846,36626,22364,35289,62398,48986,36885,49643,56955,36718,15308,30307,26717,35602,16558,74403,54346,30035,33900,94931,27116,35043,62628,35776,48193,35158,27320,22734,13986,52154,46257,50561,52018,20600,38057,59086,27568,25546,77404,28529,29135,22894,23596,45993,32877,70094,54031,34996,19019,29590,31657,37563,17357,56614,33119,27905,36128,97522,27596,27560,57178,38773,51170,23912,14859,59402,42001,17690,50256,25381,57237,58554,24004,36595,71791,27680,29424,29936,22680,43044,41772,59298,61450,39676,20234,31126,31025,45734,18124,62774,44047,29820,35730,107835,24123,29773,65508,31548,44895,46673,26936,32490,14664,55130,53174
1950,8,16239,10391,18610,21847,10884,12719,28906,10614,13928,12403,13422,24071,13938,12658,23263,17808,15567,9786,11901,12803,13998,9150,25741,15160,14901,17779,25261,12413,13340,21235,13087,15757,13249,11404,12156,9655,17609,13966,16723,17840,10245,18064,25199,10559,12628,26114,10858,12786,12167,10169,13579,12059,26156,18299,14616,10919,11547,12719,16038,9651,20658,12261,14468,16473,28751,14253,12614,20649,13395,15755,12207,9109,18828,13676,8989,15956,10351,20972,22243,10602,14362,24682,11119,13184,14512,10610,15160,12635,21500,21471,15625,10790,11493,12089,16030,10048,21426,13592,14142,18438,28345,12123,12248,20909,12042,15914,15959,12537,11862,9633,17452,17418
1950,9,9617,8594,13846,15147,10874,11074,12681,8181,8523,9370,8355,15664,8398,8814,14068,11371,9797,8573,7804,10380,11345,9120,11263,8613,9550,13982,11933,8174,9434,12514,9051,9476,8448,8045,8531,7201,11262,9439,9856,9718,8875,14456,14467,10756,11215,12413,8761,8790,9181,8293,7628,8382,15420,10682,9973,8915,7791,11401,10953,9328,10253,7858,9657,13747,12827,9236,8579,11389,9744,9725,8512,7377,13117,8465,6866,9733,9175,15929,13881,10813,10570,11881,8940,9037,10042,6940,8879,9843,12904,11198,10345,9111,7752,10568,11257,9458,10310,8179,9191,13005,13305,8014,9043,12118,8769,10331,9401,8391,8105,7344,11747,9966
1950,10,8465,11915,15867,13421,9178,12303,9335,14052,8363,8489,7110,16292,7952,9559,12959,9874,10882,8260,6922,10210,11386,10255,8966,7565,9740,12717,12037,8873,8804,10334,9042,9363,6891,6834,7949,7866,12437,10472,9109,9262,8912,17539,13780,9127,12598,8643,9715,7816,8331,6274,10517,8706,12125,11454,13578,9586,6405,12198,9576,10093,8573,8716,8612,21882,10786,8158,8585,9396,9118,11660,8972,8174,12921,9412,6309,9344,7962,15968,16061,8903,14386,8420,9913,8547,8910,7192,10635,8082,11464,12080,10101,9560,6716,10863,11450,9729,9333,9438,10101,14834,13119,8418,9474,9453,11008,12148,9809,6857,8778,8179,12120,9220
